"","stimuliShown","group_1","buttonBox_2.started","cross_sel.started","cross_slow.started","dur_fix","dur_selection","perceptual_result","block","stim1","stim2","response","rt","reward","ID","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","trial","trial_cont","trial_id","trial_n","trigger_integer","buttonBox_2.keys","participant","left_rew_dbl","right_rew_dbl"
"135",24,"underestimator",708.1867263,"709.104027","None",161,132,"overestimator",1,"2","4","0",0.8523265,50,"sub-001",2,5,1,NA,0,1,NA,1,NA,135,135,135,135,24,"0","sub-001",50,42
"136",13,"underestimator",730.5519103,"731.5634582","None",131,162,"overestimator",1,"1","3","0",0.9477853,97,"sub-001",1,2,1,NA,0,1,NA,1,NA,136,136,136,136,13,"0","sub-001",97,45
"137",23,"underestimator",735.3758269,"736.2478229","None",142,120,"overestimator",1,"2","3","0",0.8085451,57,"sub-001",2,4,1,NA,0,1,NA,1,NA,137,137,137,137,23,"0","sub-001",57,54
"138",21,"underestimator",739.8924189,"740.4533772","None",168,144,"overestimator",1,"2","1","1",0.496857,75,"sub-001",1,1,NA,1,0,0,1,NA,1,138,138,138,138,21,"1","sub-001",61,75
"139",31,"underestimator",743.923992,"744.6309395","None",122,135,"overestimator",1,"3","1","1",0.6385987,79,"sub-001",1,2,1,NA,0,0,NA,1,NA,139,139,139,139,31,"1","sub-001",62,79
"140",32,"underestimator",748.3677234,"749.3920232","None",161,157,"overestimator",1,"3","2","1",0.9619695,54,"sub-001",2,4,1,NA,0,0,NA,1,NA,140,140,140,140,32,"1","sub-001",41,54
"141",21,"underestimator",753.1514663,"754.0448561","None",139,173,"overestimator",1,"2","1","1",0.8286851,54,"sub-001",1,1,NA,1,0,0,1,NA,1,141,141,141,141,21,"1","sub-001",66,54
"142",21,"underestimator",757.883045,"758.3859833","None",135,123,"overestimator",1,"2","1","1",0.4355093,59,"sub-001",1,1,NA,1,0,0,1,NA,1,142,142,142,142,21,"1","sub-001",51,59
"143",31,"underestimator",761.8991514,"762.4259848","None",145,174,"overestimator",1,"3","1","1",0.4626429,66,"sub-001",1,2,1,NA,0,0,NA,1,NA,143,143,143,143,31,"1","sub-001",33,66
"144",41,"underestimator",766.4660427,"766.9812763","None",161,151,"overestimator",1,"4","1","1",0.4508207,77,"sub-001",1,3,1,NA,0,0,NA,1,NA,144,144,144,144,41,"1","sub-001",41,77
"145",23,"underestimator",770.8078377,"771.5897605","None",155,174,"overestimator",1,"2","3","0",0.7181179,56,"sub-001",2,4,1,NA,0,1,NA,1,NA,145,145,145,145,23,"0","sub-001",56,58
"146",42,"underestimator",775.3739685,"776.0757604","None",129,156,"overestimator",1,"4","2","1",0.6375947,52,"sub-001",2,5,1,NA,0,0,NA,1,NA,146,146,146,146,42,"1","sub-001",46,52
"147",24,"underestimator",779.9935671,"780.8389895","None",164,155,"overestimator",1,"2","4","0",0.7841353,57,"sub-001",2,5,1,NA,0,1,NA,1,NA,147,147,147,147,24,"0","sub-001",57,42
"148",21,"underestimator",784.7982911,"785.313786","None",169,120,"overestimator",1,"2","1","1",0.4514002,98,"sub-001",1,1,NA,1,0,0,1,NA,1,148,148,148,148,21,"1","sub-001",56,98
"149",41,"underestimator",788.7314083,"789.2483385","None",138,139,"overestimator",1,"4","1","1",0.4522581,81,"sub-001",1,3,1,NA,0,0,NA,1,NA,149,149,149,149,41,"1","sub-001",37,81
"150",13,"underestimator",792.8824645,"793.4143598","None",145,143,"overestimator",1,"1","3","0",0.4691007,57,"sub-001",1,2,1,NA,0,1,NA,1,NA,150,150,150,150,13,"0","sub-001",57,52
"151",13,"underestimator",797.2985189,"797.8432388","None",169,128,"overestimator",1,"1","3","0",0.4779963,80,"sub-001",1,2,1,NA,0,1,NA,1,NA,151,151,151,151,13,"0","sub-001",80,53
"152",31,"underestimator",801.5326981,"801.9942467","None",159,178,"overestimator",1,"3","1","1",0.3964222,70,"sub-001",1,2,1,NA,0,0,NA,1,NA,152,152,152,152,31,"1","sub-001",51,70
"153",24,"underestimator",805.7566229,"807.0331757","None",122,157,"overestimator",1,"2","4","0",1.2123194,55,"sub-001",2,5,1,NA,0,1,NA,1,NA,153,153,153,153,24,"0","sub-001",55,39
"154",43,"underestimator",811.013956,"811.9875369","None",169,141,"overestimator",1,"4","3","0",0.9094059,39,"sub-001",4,6,NA,0,0,1,-1,NA,0,154,154,154,154,43,"0","sub-001",39,41
"155",43,"underestimator",815.7797353,"816.6055771","None",162,146,"overestimator",1,"4","3","0",0.7590502,34,"sub-001",4,6,NA,0,0,1,-1,NA,0,155,155,155,155,43,"0","sub-001",34,57
"156",42,"underestimator",820.539629,"821.7310662","None",175,178,"overestimator",1,"4","2","1",1.1278875,60,"sub-001",2,5,1,NA,0,0,NA,1,NA,156,156,156,156,42,"1","sub-001",45,60
"157",21,"underestimator",825.8889732,"826.7069525","None",167,152,"overestimator",1,"2","1","1",0.7534981,67,"sub-001",1,1,NA,1,0,0,1,NA,1,157,157,157,157,21,"1","sub-001",50,67
"158",13,"underestimator",830.2551152,"830.9828062","None",123,161,"overestimator",1,"1","3","0",0.6611523,87,"sub-001",1,2,1,NA,0,1,NA,1,NA,158,158,158,158,13,"0","sub-001",87,60
"159",14,"underestimator",834.6389715,"835.3272322","None",126,132,"overestimator",1,"1","4","0",0.6253685,49,"sub-001",1,3,1,NA,0,1,NA,1,NA,159,159,159,159,14,"0","sub-001",49,38
"160",43,"underestimator",838.7640451,"839.9282641","None",128,153,"overestimator",1,"4","3","0",1.1012857,37,"sub-001",4,6,NA,0,0,1,-1,NA,0,160,160,160,160,43,"0","sub-001",37,31
"161",42,"underestimator",843.6060034,"844.2736777","None",137,170,"overestimator",1,"4","2","1",0.6034524,63,"sub-001",2,5,1,NA,0,0,NA,1,NA,161,161,161,161,42,"1","sub-001",31,63
"162",34,"underestimator",848.1200895,"848.9948377","None",141,130,"overestimator",1,"3","4","1",0.808742,42,"sub-001",4,6,NA,0,0,0,-1,NA,0,162,162,162,162,34,"1","sub-001",33,42
"163",41,"underestimator",852.50483,"853.2610691","None",137,127,"overestimator",1,"4","1","1",0.6923076,57,"sub-001",1,3,1,NA,0,0,NA,1,NA,163,163,163,163,41,"1","sub-001",38,57
"164",43,"underestimator",856.7966565,"857.9144896","None",144,178,"overestimator",1,"4","3","0",1.0516589,38,"sub-001",4,6,NA,0,0,1,-1,NA,0,164,164,164,164,43,"0","sub-001",38,28
"165",23,"underestimator",861.8862325,"862.8119151","None",148,121,"overestimator",1,"2","3","0",0.8616892,58,"sub-001",2,4,1,NA,0,1,NA,1,NA,165,165,165,165,23,"0","sub-001",58,68
"166",42,"underestimator",866.4531527,"867.2697343","None",165,165,"overestimator",1,"4","2","1",0.7524287,55,"sub-001",2,5,1,NA,0,0,NA,1,NA,166,166,166,166,42,"1","sub-001",39,55
"167",32,"underestimator",871.1530845,"872.0566364","None",149,131,"overestimator",1,"3","2","1",0.8346691,61,"sub-001",2,4,1,NA,0,0,NA,1,NA,167,167,167,167,32,"1","sub-001",43,61
"168",42,"underestimator",875.6616847,"876.5601541","None",149,172,"overestimator",1,"4","2","1",0.8335996,59,"sub-001",2,5,1,NA,0,0,NA,1,NA,168,168,168,168,42,"1","sub-001",39,59
"169",23,"underestimator",880.5939007,"881.3384988","None",161,161,"overestimator",1,"2","3","0",0.6804495,49,"sub-001",2,4,1,NA,0,1,NA,1,NA,169,169,169,169,23,"0","sub-001",49,24
"170",12,"underestimator",885.1696617,"885.9143321","None",146,166,"overestimator",1,"1","2","1",0.6795903,61,"sub-001",2,1,NA,0,0,0,1,NA,0,170,170,170,170,12,"1","sub-001",68,61
"171",41,"underestimator",889.6876285,"890.4054594","None",134,173,"overestimator",1,"4","1","1",0.6503872,66,"sub-001",1,3,1,NA,0,0,NA,1,NA,171,171,171,171,41,"1","sub-001",42,66
"172",34,"underestimator",894.4877686,"None","896.1279489",165,NA,"overestimator",1,"3","4",NA,NA,30,"sub-001",0,6,NA,NA,0,NA,-1,NA,NA,172,172,172,172,34,"None","sub-001",46,30
"173",24,"underestimator",898.7376546,"899.5153601","None",166,122,"overestimator",1,"2","4","0",0.7146225,54,"sub-001",2,5,1,NA,0,1,NA,1,NA,173,173,173,173,24,"0","sub-001",54,36
"174",41,"underestimator",903.1537496,"903.8177436","None",161,127,"overestimator",1,"4","1","1",0.6001205,80,"sub-001",1,3,1,NA,0,0,NA,1,NA,174,174,174,174,41,"1","sub-001",37,80
"175",24,"underestimator",907.6363329,"908.3861874","None",179,163,"overestimator",1,"2","4","0",0.6823675,49,"sub-001",2,5,1,NA,0,1,NA,1,NA,175,175,175,175,24,"0","sub-001",49,41
"176",32,"underestimator",912.4674803,"913.4346724","None",174,160,"overestimator",1,"3","2","1",0.9040577,50,"sub-001",2,4,1,NA,0,0,NA,1,NA,176,176,176,176,32,"1","sub-001",36,50
"177",34,"underestimator",917.2769765,"918.291131","None",150,135,"overestimator",1,"3","4","1",0.9504407,40,"sub-001",4,6,NA,0,0,0,-1,NA,0,177,177,177,177,34,"1","sub-001",31,40
"178",32,"underestimator",921.8265759,"922.7313401","None",140,175,"overestimator",1,"3","2","1",0.8411113,66,"sub-001",2,4,1,NA,0,0,NA,1,NA,178,178,178,178,32,"1","sub-001",44,66
"179",43,"underestimator",926.4588795,"927.4095446","None",121,156,"overestimator",1,"4","3","0",0.8827439,48,"sub-001",4,6,NA,0,0,1,-1,NA,0,179,179,179,179,43,"0","sub-001",48,33
"180",23,"underestimator",931.4344405,"932.3577062","None",175,126,"overestimator",1,"2","3","0",0.8588212,59,"sub-001",2,4,1,NA,0,1,NA,1,NA,180,180,180,180,23,"0","sub-001",59,30
"181",34,"underestimator",975.3935815,"None","977.0328196",147,NA,"overestimator",2,"3","4",NA,NA,49,"sub-001",0,6,NA,NA,0,NA,-1,NA,NA,1,1,181,1,34,"None","sub-001",50,49
"182",32,"underestimator",979.2731685,"980.4315615","None",122,129,"overestimator",2,"3","2","0",1.0926783,52,"sub-001",3,4,0,NA,0,1,NA,0,NA,2,2,182,2,32,"0","sub-001",52,72
"183",12,"underestimator",984.2653335,"985.6098655","None",179,152,"overestimator",2,"1","2","0",1.2793437,72,"sub-001",1,1,NA,1,0,1,1,NA,1,3,3,183,3,12,"0","sub-001",72,55
"184",14,"underestimator",989.543074,"990.9226771","None",168,127,"overestimator",2,"1","4","1",1.3153202,46,"sub-001",4,3,0,NA,0,0,NA,0,NA,4,4,184,4,14,"1","sub-001",78,46
"185",41,"underestimator",994.607411,"None","996.2392306",164,NA,"overestimator",2,"4","1",NA,NA,70,"sub-001",0,3,0,NA,0,NA,NA,NA,NA,5,5,185,5,41,"None","sub-001",38,70
"186",31,"underestimator",998.7994061,"999.9795073","None",155,137,"overestimator",2,"3","1","0",1.1169315,33,"sub-001",3,2,0,NA,0,1,NA,0,NA,6,6,186,6,31,"0","sub-001",33,66
"187",42,"underestimator",1003.883056,"1005.199642","None",176,130,"overestimator",2,"4","2","0",1.2537472,44,"sub-001",4,5,0,NA,0,1,NA,0,NA,7,7,187,7,42,"0","sub-001",44,59
"188",12,"underestimator",1009.023517,"1010.284131","None",178,138,"overestimator",2,"1","2","0",1.194542,49,"sub-001",1,1,NA,1,0,1,1,NA,1,8,8,188,8,12,"0","sub-001",49,65
"189",13,"underestimator",1013.723247,"1014.480323","None",122,178,"overestimator",2,"1","3","1",0.6924689,39,"sub-001",3,2,0,NA,0,0,NA,0,NA,9,9,189,9,13,"1","sub-001",68,39
"190",32,"underestimator",1018.266578,"1019.426863","None",123,157,"overestimator",2,"3","2","0",1.0950318,46,"sub-001",3,4,0,NA,0,1,NA,0,NA,10,10,190,10,32,"0","sub-001",46,54
"191",34,"underestimator",1023.482026,"1024.050688","None",178,168,"overestimator",2,"3","4","0",0.5005245,65,"sub-001",3,6,NA,1,0,1,-1,NA,1,11,11,191,11,34,"0","sub-001",65,37
"192",41,"underestimator",1028.074022,"None","1029.714302",158,NA,"overestimator",2,"4","1",NA,NA,53,"sub-001",0,3,0,NA,0,NA,NA,NA,NA,12,12,192,12,41,"None","sub-001",34,53
"193",34,"underestimator",1032.381075,"1033.272675","None",174,159,"overestimator",2,"3","4","0",0.8263975,73,"sub-001",3,6,NA,1,0,1,-1,NA,1,13,13,193,13,34,"0","sub-001",73,41
"194",21,"underestimator",1036.87381,"1038.359993","None",121,167,"overestimator",2,"2","1","0",1.4237354,66,"sub-001",2,1,NA,0,0,1,1,NA,0,14,14,194,14,21,"0","sub-001",66,60
"195",34,"underestimator",1042.112637,"1043.199834","None",133,172,"overestimator",2,"3","4","0",1.0224094,43,"sub-001",3,6,NA,1,0,1,-1,NA,1,15,15,195,15,34,"0","sub-001",43,33
"196",42,"underestimator",1047.166208,"1048.134611","None",153,143,"overestimator",2,"4","2","0",0.9055883,28,"sub-001",4,5,0,NA,0,1,NA,0,NA,16,16,196,16,42,"0","sub-001",28,60
"197",24,"underestimator",1051.9908,"1053.412277","None",166,132,"overestimator",2,"2","4","0",1.3604197,62,"sub-001",2,5,1,NA,0,1,NA,1,NA,17,17,197,17,24,"0","sub-001",62,42
"198",42,"underestimator",1057.014547,"1058.405879","None",149,174,"overestimator",2,"4","2","1",1.3248335,66,"sub-001",2,5,1,NA,0,0,NA,1,NA,18,18,198,18,42,"1","sub-001",38,66
"199",32,"underestimator",1062.481097,"1063.711113","None",163,127,"overestimator",2,"3","2","1",1.1643354,54,"sub-001",2,4,1,NA,0,0,NA,1,NA,19,19,199,19,32,"1","sub-001",57,54
"200",23,"underestimator",1067.221722,"1068.70795","None",142,156,"overestimator",2,"2","3","1",1.4198213,43,"sub-001",3,4,0,NA,0,0,NA,0,NA,20,20,200,20,23,"1","sub-001",67,43
"201",24,"underestimator",1072.447292,"1073.608665","None",142,174,"overestimator",2,"2","4","0",1.0916806,54,"sub-001",2,5,1,NA,0,1,NA,1,NA,21,21,201,21,24,"0","sub-001",54,38
"202",24,"underestimator",1077.45607,"1078.607434","None",134,126,"overestimator",2,"2","4","0",1.0859155,60,"sub-001",2,5,1,NA,0,1,NA,1,NA,22,22,202,22,24,"0","sub-001",60,37
"203",24,"underestimator",1081.970782,"1082.649483","None",125,123,"overestimator",2,"2","4","0",0.6120797,68,"sub-001",2,5,1,NA,0,1,NA,1,NA,23,23,203,23,24,"0","sub-001",68,41
"204",12,"underestimator",1086.021983,"1087.48126","None",129,135,"overestimator",2,"1","2","0",1.3937656,81,"sub-001",1,1,NA,1,0,1,1,NA,1,24,24,204,24,12,"0","sub-001",81,64
"205",24,"underestimator",1091.063588,"1092.203946","None",144,152,"overestimator",2,"2","4","0",1.0755762,61,"sub-001",2,5,1,NA,0,1,NA,1,NA,25,25,205,25,24,"0","sub-001",61,40
"206",23,"underestimator",1096.155163,"None","1097.788767",169,NA,"overestimator",2,"2","3",NA,NA,42,"sub-001",0,4,0,NA,0,NA,NA,NA,NA,26,26,206,26,23,"None","sub-001",61,42
"207",14,"underestimator",1100.506114,"1101.691752","None",179,148,"overestimator",2,"1","4","0",1.1192056,47,"sub-001",1,3,1,NA,0,1,NA,1,NA,27,27,207,27,14,"0","sub-001",47,46
"208",41,"underestimator",1105.462889,"1106.261579","None",154,133,"overestimator",2,"4","1","1",0.7316034,65,"sub-001",1,3,1,NA,0,0,NA,1,NA,28,28,208,28,41,"1","sub-001",39,65
"209",24,"underestimator",1109.73762,"1110.644316","None",132,136,"overestimator",2,"2","4","0",0.8416239,52,"sub-001",2,5,1,NA,0,1,NA,1,NA,29,29,209,29,24,"0","sub-001",52,36
"210",31,"underestimator",1114.187751,"1115.082151","None",137,131,"overestimator",2,"3","1","1",0.8288265,62,"sub-001",1,2,1,NA,0,0,NA,1,NA,30,30,210,30,31,"1","sub-001",53,62
"211",14,"underestimator",1118.519527,"1119.065303","None",127,167,"overestimator",2,"1","4","0",0.4787831,75,"sub-001",1,3,1,NA,0,1,NA,1,NA,31,31,211,31,14,"0","sub-001",75,40
"212",21,"underestimator",1122.796682,"1123.617696","None",130,158,"overestimator",2,"2","1","1",0.7552154,75,"sub-001",1,1,NA,1,0,0,1,NA,1,32,32,212,32,21,"1","sub-001",63,75
"213",13,"underestimator",1127.487499,"1128.261075","None",153,161,"overestimator",2,"1","3","0",0.7081337,67,"sub-001",1,2,1,NA,0,1,NA,1,NA,33,33,213,33,13,"0","sub-001",67,23
"214",34,"underestimator",1132.386222,"None","1134.04071",179,NA,"overestimator",2,"3","4",NA,NA,31,"sub-001",0,6,NA,NA,0,NA,-1,NA,NA,34,34,214,34,34,"None","sub-001",35,31
"215",41,"underestimator",1136.611345,"1137.901574","None",157,130,"overestimator",2,"4","1","1",1.2245029,27,"sub-001",1,3,1,NA,0,0,NA,1,NA,35,35,215,35,41,"1","sub-001",45,27
"216",31,"underestimator",1141.393938,"1142.56157","None",135,167,"overestimator",2,"3","1","1",1.099944,74,"sub-001",1,2,1,NA,0,0,NA,1,NA,36,36,216,36,31,"1","sub-001",19,74
"217",41,"underestimator",1146.368798,"1147.041132","None",138,138,"overestimator",2,"4","1","1",0.6032081,84,"sub-001",1,3,1,NA,0,0,NA,1,NA,37,37,217,37,41,"1","sub-001",33,84
"218",23,"underestimator",1150.578795,"1151.949701","None",135,123,"overestimator",2,"2","3","0",1.3056033,63,"sub-001",2,4,1,NA,0,1,NA,1,NA,38,38,218,38,23,"0","sub-001",63,60
"219",23,"underestimator",1155.468323,"1156.173564","None",148,135,"overestimator",2,"2","3","0",0.6390868,62,"sub-001",2,4,1,NA,0,1,NA,1,NA,39,39,219,39,23,"0","sub-001",62,42
"220",32,"underestimator",1159.919158,"1160.798346","None",160,161,"overestimator",2,"3","2","1",0.8131246,70,"sub-001",2,4,1,NA,0,0,NA,1,NA,40,40,220,40,32,"1","sub-001",55,70
"221",12,"underestimator",1164.4853,"1165.040717","None",124,175,"overestimator",2,"1","2","1",0.4870325,67,"sub-001",2,1,NA,0,0,0,1,NA,0,41,41,221,41,12,"1","sub-001",72,67
"222",31,"underestimator",1168.853292,"1169.933804","None",130,140,"overestimator",2,"3","1","1",1.0155351,71,"sub-001",1,2,1,NA,0,0,NA,1,NA,42,42,222,42,31,"1","sub-001",67,71
"223",21,"underestimator",1173.38522,"1174.557214","None",121,168,"overestimator",2,"2","1","0",1.1036704,68,"sub-001",2,1,NA,0,0,1,1,NA,0,43,43,223,43,21,"0","sub-001",68,75
"224",23,"underestimator",1178.352977,"1179.186573","None",136,123,"overestimator",2,"2","3","0",0.7671545,61,"sub-001",2,4,1,NA,0,1,NA,1,NA,44,44,224,44,23,"0","sub-001",61,7
"225",23,"underestimator",1182.497296,"1183.220522","None",121,146,"overestimator",2,"2","3","0",0.655714,63,"sub-001",2,4,1,NA,0,1,NA,1,NA,45,45,225,45,23,"0","sub-001",63,45
"226",12,"underestimator",1205.027358,"1205.956925","None",147,178,"overestimator",2,"1","2","1",0.8631631,65,"sub-001",2,1,NA,0,0,0,1,NA,0,46,46,226,46,12,"1","sub-001",50,65
"227",34,"underestimator",1209.766073,"None","1211.411494",124,NA,"overestimator",2,"3","4",NA,NA,44,"sub-001",0,6,NA,NA,0,NA,-1,NA,NA,47,47,227,47,34,"None","sub-001",20,44
"228",12,"underestimator",1213.774112,"1214.839929","None",136,173,"overestimator",2,"1","2","1",0.9949645,51,"sub-001",2,1,NA,0,0,0,1,NA,0,48,48,228,48,12,"1","sub-001",69,51
"229",34,"underestimator",1218.708002,"1219.95155","None",135,121,"overestimator",2,"3","4","1",1.1781494,45,"sub-001",4,6,NA,0,0,0,-1,NA,0,49,49,229,49,34,"1","sub-001",50,45
"230",32,"underestimator",1223.565932,"1224.497462","None",161,139,"overestimator",2,"3","2","1",0.8662813,70,"sub-001",2,4,1,NA,0,0,NA,1,NA,50,50,230,50,32,"1","sub-001",25,70
"231",31,"underestimator",1227.997083,"1228.638115","None",127,149,"overestimator",2,"3","1","1",0.5762999,76,"sub-001",1,2,1,NA,0,0,NA,1,NA,51,51,231,51,31,"1","sub-001",21,76
"232",32,"underestimator",1232.499618,"1233.877865","None",158,143,"overestimator",2,"3","2","1",1.3110544,62,"sub-001",2,4,1,NA,0,0,NA,1,NA,52,52,232,52,32,"1","sub-001",28,62
"233",21,"underestimator",1237.680882,"1238.642548","None",163,148,"overestimator",2,"2","1","1",0.8949827,68,"sub-001",1,1,NA,1,0,0,1,NA,1,53,53,233,53,21,"1","sub-001",64,68
"234",23,"underestimator",1242.489749,"1243.221635","None",162,142,"overestimator",2,"2","3","0",0.6665217,59,"sub-001",2,4,1,NA,0,1,NA,1,NA,54,54,234,54,23,"0","sub-001",59,42
"235",12,"underestimator",1247.080391,"1248.122168","None",169,141,"overestimator",2,"1","2","0",0.9716925,66,"sub-001",1,1,NA,1,0,1,1,NA,1,55,55,235,55,12,"0","sub-001",66,70
"236",32,"underestimator",1251.782193,"1252.550905","None",145,177,"overestimator",2,"3","2","1",0.7030163,56,"sub-001",2,4,1,NA,0,0,NA,1,NA,56,56,236,56,32,"1","sub-001",56,56
"237",42,"underestimator",1256.415404,"1257.153757","None",132,129,"overestimator",2,"4","2","1",0.6701076,61,"sub-001",2,5,1,NA,0,0,NA,1,NA,57,57,237,57,42,"1","sub-001",46,61
"238",31,"underestimator",1260.640405,"1261.457942","None",137,164,"overestimator",2,"3","1","1",0.7525598,62,"sub-001",1,2,1,NA,0,0,NA,1,NA,58,58,238,58,31,"1","sub-001",11,62
"239",24,"underestimator",1265.44822,"1266.006243","None",160,168,"overestimator",2,"2","4","0",0.4916687,55,"sub-001",2,5,1,NA,0,1,NA,1,NA,59,59,239,59,24,"0","sub-001",55,42
"240",42,"underestimator",1270.156969,"1270.886469","None",178,165,"overestimator",2,"4","2","1",0.6601491,69,"sub-001",2,5,1,NA,0,0,NA,1,NA,60,60,240,60,42,"1","sub-001",40,69
"241",13,"underestimator",1274.797912,"1275.665653","None",147,129,"overestimator",2,"1","3","0",0.8006768,66,"sub-001",1,2,1,NA,0,1,NA,1,NA,61,61,241,61,13,"0","sub-001",66,18
"242",12,"underestimator",1279.446795,"1280.128103","None",174,139,"overestimator",2,"1","2","1",0.6130788,56,"sub-001",2,1,NA,0,0,0,1,NA,0,62,62,242,62,12,"1","sub-001",48,56
"243",42,"underestimator",1283.703656,"1284.330578","None",134,132,"overestimator",2,"4","2","1",0.5552085,56,"sub-001",2,5,1,NA,0,0,NA,1,NA,63,63,243,63,42,"1","sub-001",35,56
"244",42,"underestimator",1287.779624,"1288.388597","None",130,137,"overestimator",2,"4","2","1",0.542366,69,"sub-001",2,5,1,NA,0,0,NA,1,NA,64,64,244,64,42,"1","sub-001",40,69
"245",31,"underestimator",1291.807845,"1292.2619","None",120,130,"overestimator",2,"3","1","1",0.3892414,68,"sub-001",1,2,1,NA,0,0,NA,1,NA,65,65,245,65,31,"1","sub-001",36,68
"246",43,"underestimator",1295.877437,"1297.186738","None",149,179,"overestimator",2,"4","3","0",1.2355693,43,"sub-001",4,6,NA,0,0,1,-1,NA,0,66,66,246,66,43,"0","sub-001",43,65
"247",21,"underestimator",1301.220388,"1302.403812","None",150,126,"overestimator",2,"2","1","1",1.1188699,71,"sub-001",1,1,NA,1,0,0,1,NA,1,67,67,247,67,21,"1","sub-001",65,71
"248",13,"underestimator",1305.802505,"1307.196599","None",130,165,"overestimator",2,"1","3","0",1.3294727,78,"sub-001",1,2,1,NA,0,1,NA,1,NA,68,68,248,68,13,"0","sub-001",78,31
"249",34,"underestimator",1310.936867,"None","1312.570261",133,NA,"overestimator",2,"3","4",NA,NA,30,"sub-001",0,6,NA,NA,0,NA,-1,NA,NA,69,69,249,69,34,"None","sub-001",31,30
"250",43,"underestimator",1315.079112,"1316.193309","None",156,128,"overestimator",2,"4","3","1",1.0485906,64,"sub-001",3,6,NA,1,0,0,-1,NA,1,70,70,250,70,43,"1","sub-001",37,64
"251",13,"underestimator",1319.885606,"1320.812369","None",165,123,"overestimator",2,"1","3","0",0.8617114,44,"sub-001",1,2,1,NA,0,1,NA,1,NA,71,71,251,71,13,"0","sub-001",44,30
"252",32,"underestimator",1324.243826,"1325.414092","None",137,174,"overestimator",2,"3","2","1",1.1044564,63,"sub-001",2,4,1,NA,0,0,NA,1,NA,72,72,252,72,32,"1","sub-001",39,63
"253",41,"underestimator",1329.12856,"1330.213979","None",120,158,"overestimator",2,"4","1","1",1.0219455,82,"sub-001",1,3,1,NA,0,0,NA,1,NA,73,73,253,73,41,"1","sub-001",37,82
"254",41,"underestimator",1334.295132,"1334.925421","None",177,142,"overestimator",2,"4","1","1",0.5643871,69,"sub-001",1,3,1,NA,0,0,NA,1,NA,74,74,254,74,41,"1","sub-001",47,69
