"","stimuliShown","stim1","stim2","pair_type","response","reward","ID","participant","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","block_soc","trial_n","trigger_integer","eye_choice","left_rew_dbl","right_rew_dbl"
"233",41,4,1,"different","1",78,1,"sub-003",1,3,1,1,0,0,-1,1,1,"out-group",52,41,"1",35,78
"234",14,1,4,"different","0",75,1,"sub-003",1,3,1,1,0,1,-1,1,1,"out-group",54,14,"0",75,48
"235",41,4,1,"different","0",38,1,"sub-003",4,3,0,1,0,1,-1,0,1,"out-group",55,41,"0",38,93
"236",21,2,1,"both_high","1",68,1,"sub-003",1,1,0,1,0,0,1,0,1,"out-group",56,21,"1",60,68
"237",42,4,2,"different","0",49,1,"sub-003",4,5,0,1,0,1,1,0,1,"out-group",57,42,"0",49,61
"238",31,3,1,"different","1",73,1,"sub-003",1,2,1,1,0,0,1,1,1,"out-group",58,31,"1",66,73
"239",43,4,3,"both_low","1",34,1,"sub-003",3,6,1,1,0,0,-1,1,1,"out-group",59,43,"1",35,34
"240",23,2,3,"different","1",7,1,"sub-003",3,4,0,1,0,0,-1,0,1,"out-group",60,23,"1",60,7
"241",32,3,2,"different","1",51,1,"sub-003",2,4,1,1,0,0,-1,1,1,"out-group",61,32,"1",31,51
"242",42,4,2,"different","1",70,1,"sub-003",2,5,1,1,0,0,-1,1,1,"out-group",62,42,"1",46,70
"243",12,1,2,"both_high","1",52,1,"sub-003",2,1,1,0,0,0,1,1,0,"out-group",63,12,"1",76,52
"244",12,1,2,"both_high","1",52,1,"sub-003",2,1,1,0,0,0,1,1,0,"out-group",63,12,"1",76,52
"245",12,1,2,"both_high","1",52,1,"sub-003",2,1,1,0,0,0,1,1,0,"out-group",63,12,"1",76,52
"246",12,1,2,"both_high","1",52,1,"sub-003",2,1,1,0,0,0,1,1,0,"out-group",63,12,"1",76,52
"247",23,2,3,"different","1",28,1,"sub-003",3,4,0,0,0,0,1,0,0,"out-group",67,23,"1",63,28
"248",42,4,2,"different","1",69,1,"sub-003",2,5,1,0,0,0,1,1,0,"out-group",68,42,"1",50,69
"249",23,2,3,"different","0",56,1,"sub-003",2,4,1,0,0,1,1,1,0,"out-group",69,23,"0",56,31
"250",24,2,4,"different","1",46,1,"sub-003",4,5,0,0,0,0,1,0,0,"out-group",70,24,"1",69,46
"251",42,4,2,"different","1",60,1,"sub-003",2,5,1,0,0,0,1,1,0,"out-group",71,42,"1",45,60
"252",31,3,1,"different","1",71,1,"sub-003",1,2,1,0,0,0,1,1,0,"out-group",72,31,"1",45,71
"253",42,4,2,"different","1",48,1,"sub-003",2,5,1,0,0,0,1,1,0,"out-group",73,42,"1",28,48
"254",14,1,4,"different","1",35,1,"sub-003",4,3,0,0,0,0,1,0,0,"out-group",74,14,"1",55,35
"255",34,3,4,"both_low","0",27,1,"sub-003",3,6,0,1,0,1,-1,0,1,"out-group",75,34,"0",27,45
"256",21,2,1,"both_high","1",44,1,"sub-003",1,1,0,1,0,0,1,0,1,"out-group",76,21,"1",57,44
"257",21,2,1,"both_high","1",79,1,"sub-003",1,1,0,1,0,0,1,0,1,"out-group",77,21,"1",64,79
"258",21,2,1,"both_high","0",70,1,"sub-003",2,1,0,0,0,1,1,0,0,"out-group",78,21,"0",70,53
"259",41,4,1,"different","1",82,1,"sub-003",1,3,1,0,0,0,1,1,0,"out-group",79,41,"1",42,82
"260",42,4,2,"different","1",58,1,"sub-003",2,5,1,0,0,0,1,1,0,"out-group",80,42,"1",40,58
"261",43,4,3,"both_low","1",53,1,"sub-003",3,6,1,1,0,0,-1,1,1,"out-group",81,43,"1",36,53
"262",41,4,1,"different","1",47,1,"sub-003",1,3,1,1,0,0,-1,1,1,"out-group",82,41,"1",45,47
"263",12,1,2,"both_high","1",59,1,"sub-003",2,1,1,0,0,0,1,1,0,"out-group",83,12,"1",50,59
"264",34,3,4,"both_low","1",48,1,"sub-003",4,6,1,0,0,0,-1,1,0,"out-group",84,34,"1",18,48
"265",41,4,1,"different","1",32,1,"sub-003",1,3,1,0,0,0,-1,1,0,"out-group",85,41,"1",42,32
"266",43,4,3,"both_low","1",28,1,"sub-003",3,6,1,1,0,0,-1,1,1,"out-group",86,43,"1",43,28
"267",14,1,4,"different","0",59,1,"sub-003",1,3,1,1,0,1,-1,1,1,"out-group",87,14,"0",59,39
"268",34,3,4,"both_low","1",41,1,"sub-003",4,6,1,0,0,0,-1,1,0,"out-group",88,34,"1",46,41
"269",43,4,3,"both_low","0",33,1,"sub-003",4,6,1,0,0,1,-1,1,0,"out-group",89,43,"0",33,49
"270",23,2,3,"different","1",57,1,"sub-003",3,4,0,0,0,0,-1,0,0,"out-group",90,23,"1",56,57
"271",23,2,3,"different","1",11,1,"sub-003",3,4,0,0,0,0,-1,0,0,"out-group",91,23,"1",68,11
"272",14,1,4,"different","1",31,1,"sub-003",4,3,0,0,0,0,-1,0,0,"out-group",92,14,"1",36,31
"273",23,2,3,"different","0",61,1,"sub-003",2,4,1,0,0,1,-1,1,0,"out-group",93,23,"0",61,52
"274",24,2,4,"different","0",64,1,"sub-003",2,5,1,0,0,1,-1,1,0,"out-group",94,24,"0",64,51
"275",24,2,4,"different","0",64,1,"sub-003",2,5,1,0,0,1,-1,1,0,"out-group",94,24,"0",64,51
"276",24,2,4,"different","0",64,1,"sub-003",2,5,1,0,0,1,-1,1,0,"out-group",94,24,"0",64,51
"277",13,1,3,"different","1",47,1,"sub-003",3,2,0,0,0,0,-1,0,0,"out-group",97,13,"1",74,47
"278",23,2,3,"different","1",54,1,"sub-003",3,4,0,0,0,0,-1,0,0,"out-group",98,23,"1",64,54
"279",23,2,3,"different","1",50,1,"sub-003",3,4,0,0,0,0,-1,0,0,"out-group",99,23,"1",57,50
"280",31,3,1,"different","1",39,1,"sub-003",1,2,1,0,0,0,-1,1,0,"out-group",100,31,"1",61,39
"281",43,4,3,"both_low","1",12,1,"sub-003",3,6,1,1,0,0,-1,1,1,"out-group",101,43,"1",37,12
"282",34,3,4,"both_low","1",39,1,"sub-003",4,6,1,0,0,0,-1,1,0,"out-group",102,34,"1",48,39
"283",12,1,2,"both_high","1",56,1,"sub-003",2,1,1,0,0,0,1,1,0,"out-group",103,12,"1",88,56
"284",32,3,2,"different","1",66,1,"sub-003",2,4,1,0,0,0,1,1,0,"out-group",104,32,"1",41,66
"285",42,4,2,"different","1",58,1,"sub-003",2,5,1,0,0,0,1,1,0,"out-group",105,42,"1",44,58
"286",13,1,3,"different","0",52,1,"sub-003",1,2,1,0,0,1,1,1,0,"out-group",106,13,"0",52,59
"287",41,4,1,"different","1",33,1,"sub-003",1,3,1,0,0,0,1,1,0,"out-group",107,41,"1",43,33
"288",31,3,1,"different","1",57,1,"sub-003",1,2,1,0,0,0,1,1,0,"out-group",108,31,"1",39,57
"289",34,3,4,"both_low","1",41,1,"sub-003",4,6,1,0,0,0,-1,1,0,"out-group",109,34,"1",21,41
"290",21,2,1,"both_high","1",38,1,"sub-003",1,1,1,1,0,0,1,1,1,"out-group",110,21,"1",54,38
"291",24,2,4,"different","1",31,1,"sub-003",4,5,0,1,0,0,1,0,1,"out-group",111,24,"1",53,31
"292",12,1,2,"both_high","0",75,1,"sub-003",1,1,0,1,0,1,1,0,1,"out-group",112,12,"0",75,54
"293",13,1,3,"different","1",25,1,"sub-003",3,2,0,1,0,0,1,0,1,"out-group",113,13,"1",49,25
"294",12,1,2,"both_high","1",50,1,"sub-003",2,1,0,0,0,0,1,0,0,"out-group",114,12,"1",69,50
"295",21,2,1,"both_high","1",46,1,"sub-003",1,1,0,1,0,0,1,0,1,"out-group",115,21,"1",56,46
"296",32,3,2,"different","0",43,1,"sub-003",3,4,0,1,0,1,1,0,1,"out-group",116,32,"0",43,65
"297",14,1,4,"different","1",31,1,"sub-003",4,3,0,1,0,0,1,0,1,"out-group",117,14,"1",56,31
"298",23,2,3,"different","0",65,1,"sub-003",2,4,1,1,0,1,1,1,1,"out-group",118,23,"0",65,63
"299",14,1,4,"different","0",68,1,"sub-003",1,3,1,1,0,1,1,1,1,"out-group",119,14,"0",68,39
"300",24,2,4,"different","0",62,1,"sub-003",2,5,1,1,0,1,1,1,1,"out-group",120,24,"0",62,40
"301",23,2,3,"different","0",59,1,"sub-003",2,4,1,1,0,1,1,1,1,"out-group",121,23,"0",59,60
"302",43,4,3,"both_low","1",49,1,"sub-003",3,6,1,1,0,0,-1,1,1,"out-group",122,43,"1",39,49
"303",21,2,1,"both_high","0",68,1,"sub-003",2,1,1,0,0,1,1,1,0,"out-group",123,21,"0",68,48
"304",34,3,4,"both_low","1",43,1,"sub-003",4,6,1,0,0,0,-1,1,0,"out-group",124,34,"1",50,43
"305",43,4,3,"both_low","1",27,1,"sub-003",3,6,1,1,0,0,-1,1,1,"out-group",125,43,"1",48,27
"306",42,4,2,"different","1",55,1,"sub-003",2,5,1,1,0,0,-1,1,1,"out-group",126,42,"1",30,55
"307",24,2,4,"different","0",65,1,"sub-003",2,5,1,1,0,1,-1,1,1,"out-group",127,24,"0",65,33
"308",12,1,2,"both_high","1",68,1,"sub-003",2,1,1,0,0,0,1,1,0,"out-group",128,12,"1",58,68
"309",21,2,1,"both_high","1",37,1,"sub-003",1,1,1,1,0,0,1,1,1,"out-group",129,21,"1",66,37
"310",43,4,3,"both_low","0",36,1,"sub-003",4,6,1,0,0,1,-1,1,0,"out-group",130,43,"0",36,40
"311",13,1,3,"different","0",63,1,"sub-003",1,2,1,0,0,1,-1,1,0,"out-group",131,13,"0",63,55
"312",41,4,1,"different","0",43,1,"sub-003",4,3,0,0,0,1,-1,0,0,"out-group",132,41,"0",43,56
"313",41,4,1,"different","0",43,1,"sub-003",4,3,0,0,0,1,-1,0,0,"out-group",132,41,"0",43,56
"314",23,2,3,"different","0",53,1,"sub-003",2,4,1,0,0,1,-1,1,0,"out-group",134,23,"0",53,26
"315",12,1,2,"both_high","0",82,1,"sub-003",1,1,1,1,0,1,1,1,1,"out-group",135,12,"0",82,58
"316",43,4,3,"both_low","0",49,1,"sub-003",4,6,1,0,0,1,-1,1,0,"out-group",136,43,"0",49,18
"317",31,3,1,"different","1",55,1,"sub-003",1,2,1,0,0,0,-1,1,0,"out-group",137,31,"1",44,55
"318",13,1,3,"different","1",51,1,"sub-003",3,2,0,0,0,0,-1,0,0,"out-group",138,13,"1",81,51
"319",34,3,4,"both_low","1",44,1,"sub-003",4,6,0,0,0,0,-1,0,0,"out-group",139,34,"1",38,44
"320",32,3,2,"different","0",36,1,"sub-003",3,4,0,0,0,1,-1,0,0,"out-group",140,32,"0",36,72
"321",13,1,3,"different","0",77,1,"sub-003",1,2,1,0,0,1,-1,1,0,"out-group",141,13,"0",77,23
"322",23,2,3,"different","0",62,1,"sub-003",2,4,1,0,0,1,-1,1,0,"out-group",142,23,"0",62,44
"323",21,2,1,"both_high","1",62,1,"sub-003",1,1,1,1,0,0,1,1,1,"out-group",143,21,"1",58,62
"324",41,4,1,"different","0",38,1,"sub-003",4,3,0,1,0,1,1,0,1,"out-group",144,41,"0",38,51
"325",12,1,2,"both_high","0",89,1,"sub-003",1,1,0,1,0,1,1,0,1,"out-group",145,12,"0",89,51
"326",14,1,4,"different","1",44,1,"sub-003",4,3,0,1,0,0,1,0,1,"out-group",146,14,"1",72,44
"327",12,1,2,"both_high","0",67,1,"sub-003",1,1,0,1,0,1,1,0,1,"out-group",147,12,"0",67,67
"328",42,4,2,"different","0",40,1,"sub-003",4,5,0,1,0,1,1,0,1,"out-group",148,42,"0",40,62
"329",34,3,4,"both_low","0",32,1,"sub-003",3,6,0,1,0,1,-1,0,1,"out-group",149,34,"0",32,43
"330",43,4,3,"both_low","0",34,1,"sub-003",4,6,0,0,0,1,-1,0,0,"out-group",150,43,"0",34,73
"331",13,1,3,"different","0",61,1,"sub-003",1,2,1,0,0,1,-1,1,0,"out-group",151,13,"0",61,57
"332",32,3,2,"different","1",61,1,"sub-003",2,4,1,0,0,0,-1,1,0,"out-group",152,32,"1",71,61
"333",21,2,1,"both_high","0",63,1,"sub-003",2,1,1,0,0,1,1,1,0,"out-group",153,21,"0",63,63
"334",21,2,1,"both_high","0",63,1,"sub-003",2,1,1,0,0,1,1,1,0,"out-group",153,21,"0",63,63
"335",24,2,4,"different","0",61,1,"sub-003",2,5,1,0,0,1,1,1,0,"out-group",155,24,"0",61,40
"336",24,2,4,"different","0",61,1,"sub-003",2,5,1,0,0,1,1,1,0,"out-group",155,24,"0",61,40
"337",24,2,4,"different","0",61,1,"sub-003",2,5,1,0,0,1,1,1,0,"out-group",155,24,"0",61,40
"338",24,2,4,"different","0",61,1,"sub-003",2,5,1,0,0,1,1,1,0,"out-group",155,24,"0",61,40
"339",12,1,2,"both_high","0",54,1,"sub-003",1,1,1,1,0,1,1,1,1,"out-group",159,12,"0",54,60
"340",31,3,1,"different","0",42,1,"sub-003",3,2,0,1,0,1,1,0,1,"out-group",160,31,"0",42,47
"341",32,3,2,"different","0",9,1,"sub-003",3,4,0,1,0,1,1,0,1,"out-group",161,32,"0",9,66
"342",31,3,1,"different","0",39,1,"sub-003",3,2,0,1,0,1,1,0,1,"out-group",162,31,"0",39,50
"343",24,2,4,"different","0",67,1,"sub-003",2,5,1,1,0,1,1,1,1,"out-group",163,24,"0",67,40
"344",41,4,1,"different","1",64,1,"sub-003",1,3,1,1,0,0,1,1,1,"out-group",164,41,"1",38,64
"345",32,3,2,"different","0",20,1,"sub-003",3,4,0,1,0,1,1,0,1,"out-group",165,32,"0",20,62
"346",32,3,2,"different","0",20,1,"sub-003",3,4,0,1,0,1,1,0,1,"out-group",165,32,"0",20,62
"347",32,3,2,"different","0",20,1,"sub-003",3,4,0,1,0,1,1,0,1,"out-group",165,32,"0",20,62
"348",34,3,4,"both_low","1",38,1,"sub-003",4,6,0,0,0,0,-1,0,0,"out-group",168,34,"1",30,38
"349",34,3,4,"both_low","1",32,1,"sub-003",4,6,0,0,0,0,-1,0,0,"out-group",169,34,"1",38,32
"350",41,4,1,"different","1",65,1,"sub-003",1,3,1,0,0,0,-1,1,0,"out-group",170,41,"1",42,65
"351",13,1,3,"different","1",45,1,"sub-003",3,2,0,0,0,0,-1,0,0,"out-group",171,13,"1",61,45
"352",13,1,3,"different","1",45,1,"sub-003",3,2,0,0,0,0,-1,0,0,"out-group",171,13,"1",61,45
"353",13,1,3,"different","1",45,1,"sub-003",3,2,0,0,0,0,-1,0,0,"out-group",171,13,"1",61,45
"354",34,3,4,"both_low","1",46,1,"sub-003",4,6,0,0,0,0,-1,0,0,"out-group",174,34,"1",68,46
"355",34,3,4,"both_low","1",46,1,"sub-003",4,6,0,0,0,0,-1,0,0,"out-group",175,34,"1",32,46
"356",13,1,3,"different","1",17,1,"sub-003",3,2,0,0,0,0,-1,0,0,"out-group",176,13,"1",73,17
"357",13,1,3,"different","1",17,1,"sub-003",3,2,0,0,0,0,-1,0,0,"out-group",176,13,"1",73,17
"358",13,1,3,"different","1",17,1,"sub-003",3,2,0,0,0,0,-1,0,0,"out-group",176,13,"1",73,17
"359",13,1,3,"different","1",17,1,"sub-003",3,2,0,0,0,0,-1,0,0,"out-group",176,13,"1",73,17
"360",32,3,2,"different","0",42,1,"sub-003",3,4,0,0,0,1,-1,0,0,"out-group",180,32,"0",42,58
"361",32,3,2,"different","1",59,1,"sub-003",2,4,1,0,0,0,-1,1,0,"in-group",1,32,"1",69,59
"362",32,3,2,"different","1",59,1,"sub-003",2,4,1,0,0,0,-1,1,0,"in-group",1,32,"1",69,59
"363",32,3,2,"different","1",59,1,"sub-003",2,4,1,0,0,0,-1,1,0,"in-group",1,32,"1",69,59
"364",43,4,3,"both_low","1",53,1,"sub-003",3,6,1,1,0,0,-1,1,1,"in-group",4,43,"1",40,53
"365",13,1,3,"different","1",33,1,"sub-003",3,2,0,1,0,0,-1,0,1,"in-group",5,13,"1",39,33
"366",23,2,3,"different","0",72,1,"sub-003",2,4,1,1,0,1,-1,1,1,"in-group",6,23,"0",72,7
"367",23,2,3,"different","1",57,1,"sub-003",3,4,0,1,0,0,-1,0,1,"in-group",7,23,"1",61,57
"368",31,3,1,"different","1",87,1,"sub-003",1,2,1,1,0,0,-1,1,1,"in-group",8,31,"1",36,87
"369",43,4,3,"both_low","1",55,1,"sub-003",3,6,1,1,0,0,-1,1,1,"in-group",9,43,"1",34,55
"370",13,1,3,"different","1",44,1,"sub-003",3,2,0,1,0,0,-1,0,1,"in-group",10,13,"1",73,44
"371",14,1,4,"different","1",38,1,"sub-003",4,3,0,1,0,0,-1,0,1,"in-group",11,14,"1",52,38
"372",24,2,4,"different","1",40,1,"sub-003",4,5,0,1,0,0,-1,0,1,"in-group",12,24,"1",50,40
"373",14,1,4,"different","1",46,1,"sub-003",4,3,0,1,0,0,-1,0,1,"in-group",13,14,"1",78,46
"374",13,1,3,"different","1",56,1,"sub-003",3,2,0,1,0,0,-1,0,1,"in-group",14,13,"1",71,56
"375",24,2,4,"different","1",39,1,"sub-003",4,5,0,1,0,0,-1,0,1,"in-group",15,24,"1",56,39
"376",42,4,2,"different","1",60,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",16,42,"1",50,60
"377",13,1,3,"different","1",19,1,"sub-003",3,2,0,1,0,0,-1,0,1,"in-group",17,13,"1",82,19
"378",32,3,2,"different","1",62,1,"sub-003",2,4,1,1,0,0,-1,1,1,"in-group",18,32,"1",50,62
"379",24,2,4,"different","1",48,1,"sub-003",4,5,0,1,0,0,-1,0,1,"in-group",19,24,"1",70,48
"380",23,2,3,"different","1",46,1,"sub-003",3,4,0,1,0,0,-1,0,1,"in-group",20,23,"1",58,46
"381",14,1,4,"different","0",84,1,"sub-003",1,3,1,1,0,1,-1,1,1,"in-group",21,14,"0",84,28
"382",14,1,4,"different","1",43,1,"sub-003",4,3,0,1,0,0,-1,0,1,"in-group",22,14,"1",68,43
"383",14,1,4,"different","1",45,1,"sub-003",4,3,0,1,0,0,-1,0,1,"in-group",23,14,"1",58,45
"384",13,1,3,"different","1",67,1,"sub-003",3,2,0,1,0,0,-1,0,1,"in-group",24,13,"1",51,67
"385",32,3,2,"different","1",51,1,"sub-003",2,4,1,1,0,0,-1,1,1,"in-group",25,32,"1",42,51
"386",24,2,4,"different","1",50,1,"sub-003",4,5,0,1,0,0,-1,0,1,"in-group",26,24,"1",55,50
"387",24,2,4,"different","1",50,1,"sub-003",4,5,0,1,0,0,-1,0,1,"in-group",26,24,"1",55,50
"388",24,2,4,"different","1",50,1,"sub-003",4,5,0,1,0,0,-1,0,1,"in-group",26,24,"1",55,50
"389",42,4,2,"different","1",65,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",29,42,"1",34,65
"390",12,1,2,"both_high","1",61,1,"sub-003",2,1,1,0,0,0,1,1,0,"in-group",30,12,"1",33,61
"391",43,4,3,"both_low","1",34,1,"sub-003",3,6,1,1,0,0,-1,1,1,"in-group",31,43,"1",31,34
"392",42,4,2,"different","0",36,1,"sub-003",4,5,0,1,0,1,-1,0,1,"in-group",32,42,"0",36,69
"393",32,3,2,"different","1",56,1,"sub-003",2,4,1,1,0,0,-1,1,1,"in-group",33,32,"1",27,56
"394",42,4,2,"different","1",58,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",34,42,"1",32,58
"395",42,4,2,"different","1",58,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",34,42,"1",32,58
"396",42,4,2,"different","1",58,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",34,42,"1",32,58
"397",42,4,2,"different","1",58,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",34,42,"1",32,58
"398",42,4,2,"different","1",58,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",34,42,"1",32,58
"399",42,4,2,"different","1",58,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",34,42,"1",32,58
"400",42,4,2,"different","1",58,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",34,42,"1",32,58
"401",42,4,2,"different","1",58,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",34,42,"1",32,58
"402",42,4,2,"different","1",58,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",34,42,"1",32,58
"403",42,4,2,"different","1",58,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",34,42,"1",32,58
"404",42,4,2,"different","1",58,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",34,42,"1",32,58
"405",42,4,2,"different","1",58,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",34,42,"1",32,58
"406",23,2,3,"different","1",26,1,"sub-003",3,4,0,1,0,0,-1,0,1,"in-group",46,23,"1",58,26
"407",24,2,4,"different","1",46,1,"sub-003",4,5,0,1,0,0,-1,0,1,"in-group",47,24,"1",58,46
"408",23,2,3,"different","1",49,1,"sub-003",3,4,0,1,0,0,-1,0,1,"in-group",48,23,"1",57,49
"409",12,1,2,"both_high","1",61,1,"sub-003",2,1,0,0,0,0,1,0,0,"in-group",49,12,"1",43,61
"410",21,2,1,"both_high","1",57,1,"sub-003",1,1,0,1,0,0,1,0,1,"in-group",50,21,"1",65,57
"411",32,3,2,"different","1",56,1,"sub-003",2,4,1,1,0,0,1,1,1,"in-group",51,32,"1",46,56
"412",14,1,4,"different","1",51,1,"sub-003",4,3,0,1,0,0,1,0,1,"in-group",52,14,"1",66,51
"413",13,1,3,"different","1",41,1,"sub-003",3,2,0,1,0,0,1,0,1,"in-group",53,13,"1",63,41
"414",21,2,1,"both_high","1",93,1,"sub-003",1,1,0,1,0,0,1,0,1,"in-group",54,21,"1",66,93
"415",41,4,1,"different","1",61,1,"sub-003",1,3,1,1,0,0,1,1,1,"in-group",55,41,"1",44,61
"416",32,3,2,"different","1",51,1,"sub-003",2,4,1,1,0,0,1,1,1,"in-group",56,32,"1",57,51
"417",41,4,1,"different","1",67,1,"sub-003",1,3,1,1,0,0,1,1,1,"in-group",57,41,"1",49,67
"418",21,2,1,"both_high","1",48,1,"sub-003",1,1,1,1,0,0,1,1,1,"in-group",58,21,"1",49,48
"419",42,4,2,"different","1",68,1,"sub-003",2,5,1,1,0,0,1,1,1,"in-group",59,42,"1",38,68
"420",31,3,1,"different","1",81,1,"sub-003",1,2,1,1,0,0,1,1,1,"in-group",60,31,"1",23,81
"421",34,3,4,"both_low","1",44,1,"sub-003",4,6,1,0,0,0,-1,1,0,"in-group",61,34,"1",62,44
"422",31,3,1,"different","1",88,1,"sub-003",1,2,1,0,0,0,-1,1,0,"in-group",62,31,"1",32,88
"423",12,1,2,"both_high","1",67,1,"sub-003",2,1,1,0,0,0,1,1,0,"in-group",63,12,"1",47,67
"424",14,1,4,"different","1",45,1,"sub-003",4,3,0,0,0,0,1,0,0,"in-group",64,14,"1",72,45
"425",12,1,2,"both_high","1",60,1,"sub-003",2,1,0,0,0,0,1,0,0,"in-group",65,12,"1",44,60
"426",42,4,2,"different","1",63,1,"sub-003",2,5,1,0,0,0,1,1,0,"in-group",66,42,"1",40,63
"427",23,2,3,"different","1",45,1,"sub-003",3,4,0,0,0,0,1,0,0,"in-group",67,23,"1",64,45
"428",24,2,4,"different","1",49,1,"sub-003",4,5,0,0,0,0,1,0,0,"in-group",68,24,"1",52,49
"429",24,2,4,"different","1",42,1,"sub-003",4,5,0,0,0,0,1,0,0,"in-group",69,24,"1",54,42
"430",14,1,4,"different","1",35,1,"sub-003",4,3,0,0,0,0,1,0,0,"in-group",70,14,"1",83,35
"431",21,2,1,"both_high","1",55,1,"sub-003",1,1,0,1,0,0,1,0,1,"in-group",71,21,"1",66,55
"432",34,3,4,"both_low","1",41,1,"sub-003",4,6,0,0,0,0,-1,0,0,"in-group",72,34,"1",16,41
"433",34,3,4,"both_low","1",41,1,"sub-003",4,6,0,0,0,0,-1,0,0,"in-group",72,34,"1",16,41
"434",34,3,4,"both_low","1",41,1,"sub-003",4,6,0,0,0,0,-1,0,0,"in-group",72,34,"1",16,41
"435",41,4,1,"different","1",86,1,"sub-003",1,3,1,0,0,0,-1,1,0,"in-group",75,41,"1",29,86
"436",12,1,2,"both_high","1",68,1,"sub-003",2,1,1,0,0,0,1,1,0,"in-group",76,12,"1",37,68
"437",41,4,1,"different","1",74,1,"sub-003",1,3,1,0,0,0,1,1,0,"in-group",77,41,"1",35,74
"438",43,4,3,"both_low","1",44,1,"sub-003",3,6,1,1,0,0,-1,1,1,"in-group",78,43,"1",39,44
"439",21,2,1,"both_high","1",80,1,"sub-003",1,1,1,1,0,0,1,1,1,"in-group",79,21,"1",54,80
"440",13,1,3,"different","1",21,1,"sub-003",3,2,0,1,0,0,1,0,1,"in-group",80,13,"1",51,21
"441",43,4,3,"both_low","1",37,1,"sub-003",3,6,0,1,0,0,-1,0,1,"in-group",81,43,"1",38,37
"442",42,4,2,"different","1",54,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",82,42,"1",37,54
"443",14,1,4,"different","1",33,1,"sub-003",4,3,0,1,0,0,-1,0,1,"in-group",83,14,"1",50,33
"444",41,4,1,"different","1",54,1,"sub-003",1,3,1,1,0,0,-1,1,1,"in-group",84,41,"1",47,54
"445",23,2,3,"different","0",53,1,"sub-003",2,4,1,1,0,1,-1,1,1,"in-group",85,23,"0",53,42
"446",12,1,2,"both_high","1",60,1,"sub-003",2,1,1,0,0,0,1,1,0,"in-group",86,12,"1",68,60
"447",23,2,3,"different","1",30,1,"sub-003",3,4,0,0,0,0,1,0,0,"in-group",87,23,"1",60,30
"448",12,1,2,"both_high","1",66,1,"sub-003",2,1,0,0,0,0,1,0,0,"in-group",88,12,"1",40,66
"449",32,3,2,"different","1",67,1,"sub-003",2,4,1,0,0,0,1,1,0,"in-group",89,32,"1",48,67
"450",34,3,4,"both_low","1",38,1,"sub-003",4,6,1,0,0,0,-1,1,0,"in-group",90,34,"1",35,38
"451",12,1,2,"both_high","0",34,1,"sub-003",1,1,1,1,0,1,1,1,1,"in-group",91,12,"0",34,57
"452",31,3,1,"different","0",60,1,"sub-003",3,2,0,1,0,1,1,0,1,"in-group",92,31,"0",60,46
"453",31,3,1,"different","0",60,1,"sub-003",3,2,0,1,0,1,1,0,1,"in-group",92,31,"0",60,46
"454",31,3,1,"different","0",60,1,"sub-003",3,2,0,1,0,1,1,0,1,"in-group",92,31,"0",60,46
"455",12,1,2,"both_high","1",61,1,"sub-003",2,1,0,0,0,0,1,0,0,"in-group",95,12,"1",63,61
"456",31,3,1,"different","0",48,1,"sub-003",3,2,0,0,0,1,1,0,0,"in-group",96,31,"0",48,64
"457",31,3,1,"different","1",73,1,"sub-003",1,2,1,0,0,0,1,1,0,"in-group",97,31,"1",41,73
"458",43,4,3,"both_low","1",39,1,"sub-003",3,6,1,1,0,0,-1,1,1,"in-group",98,43,"1",40,39
"459",21,2,1,"both_high","1",50,1,"sub-003",1,1,1,1,0,0,1,1,1,"in-group",99,21,"1",48,50
"460",43,4,3,"both_low","1",14,1,"sub-003",3,6,1,1,0,0,-1,1,1,"in-group",100,43,"1",30,14
"461",13,1,3,"different","1",55,1,"sub-003",3,2,0,1,0,0,-1,0,1,"in-group",101,13,"1",42,55
"462",42,4,2,"different","1",57,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",102,42,"1",38,57
"463",24,2,4,"different","1",46,1,"sub-003",4,5,0,1,0,0,-1,0,1,"in-group",103,24,"1",55,46
"464",31,3,1,"different","1",89,1,"sub-003",1,2,1,1,0,0,-1,1,1,"in-group",104,31,"1",61,89
"465",23,2,3,"different","1",28,1,"sub-003",3,4,0,1,0,0,-1,0,1,"in-group",105,23,"1",65,28
"466",42,4,2,"different","1",59,1,"sub-003",2,5,1,1,0,0,-1,1,1,"in-group",106,42,"1",43,59
